date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason,data_source
2026-02-28,Etihad Airways,ET4501,Kuwait City,Mumbai,Kuwait,India,Airbus A320neo,89,Crew safety — company policy,Original sample data
2026-02-28,Etihad Airways,ET9130,London,Riyadh,UK,Saudi Arabia,Boeing 737-800,410,Airspace closure — NOTAM,Original sample data
2026-02-28,Etihad Airways,ET8144,Dubai,Bahrain,UAE,Bahrain,Boeing 787-10 Dreamliner,312,Government travel ban,Original sample data
2026-02-28,Etihad Airways,ET8633,Dubai,Mumbai,UAE,India,Boeing 787-9 Dreamliner,251,Insurance restriction — war zone,Original sample data
2026-02-28,Etihad Airways,EY6794,Beirut,Dubai,Lebanon,UAE,Boeing 787-10 Dreamliner,278,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY7311,Moscow,Doha,Russia,Qatar,Boeing 777-300ER,393,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY2874,Bahrain,Amman,Bahrain,Jordan,Boeing 787-9 Dreamliner,186,Airport closure — military activity,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY4155,Muscat,Lahore,Oman,Pakistan,Boeing 737-800,268,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY9779,London,Mumbai,UK,India,Airbus A330-300,125,Security risk — conflict zone,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY9199,Istanbul,Paris,Turkey,France,Airbus A321neo,299,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY1423,Moscow,London,Russia,UK,Airbus A380-800,145,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY5722,Sydney,Abu Dhabi,Australia,UAE,Boeing 737 MAX 8,450,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY2924,Doha,Islamabad,Qatar,Pakistan,Airbus A330-300,255,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY6188,Bahrain,Beirut,Bahrain,Lebanon,Airbus A320neo,304,Government travel ban,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY2591,London,Singapore,UK,Singapore,Boeing 777-300ER,229,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY8724,Riyadh,Mumbai,Saudi Arabia,India,Airbus A380-800,365,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY5951,Dubai,Istanbul,UAE,Turkey,Boeing 787-9 Dreamliner,321,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Etihad Airways,EY7815,Delhi,Paris,India,France,Boeing 737-800,103,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FE8643,Dubai,Amman,UAE,Jordan,Airbus A320neo,139,Airport closure — military activity,Original sample data
2026-02-28,FedEx Express,FE4808,Sydney,Dubai,Australia,UAE,Boeing 737-800,435,Crew safety — company policy,Original sample data
2026-02-28,FedEx Express,FE4384,Tehran,Moscow,Iran,Russia,Airbus A340-600,159,Crew safety — company policy,Original sample data
2026-02-28,FedEx Express,FX9645,London,Paris,UK,France,Boeing 737-800,351,Government travel ban,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX7537,Paris,Abu Dhabi,France,UAE,Airbus A340-600,368,Government travel ban,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX4346,Paris,Delhi,France,India,Boeing 787-9 Dreamliner,277,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX8007,Lahore,Amman,Pakistan,Jordan,Boeing 737-800,285,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX9346,Abu Dhabi,Kuwait City,UAE,Kuwait,Airbus A321neo,348,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX2776,Moscow,Karachi,Russia,Pakistan,Airbus A350-900,450,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX6139,Kuwait City,Abu Dhabi,Kuwait,UAE,Airbus A340-600,315,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX9518,Delhi,Dubai,India,UAE,Airbus A340-600,153,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX2020,Bahrain,Moscow,Bahrain,Russia,Boeing 737 MAX 8,213,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX7381,Dubai,Doha,UAE,Qatar,Airbus A320neo,413,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX9818,Islamabad,Delhi,Pakistan,India,Airbus A321neo,382,Security risk — conflict zone,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX2169,Beijing,Dubai,China,UAE,Boeing 777-200LR,432,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX8941,Paris,Abu Dhabi,France,UAE,Boeing 777-200LR,136,Security risk — conflict zone,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX4920,London,Tehran,UK,Iran,Boeing 787-9 Dreamliner,271,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX5901,Abu Dhabi,Riyadh,UAE,Saudi Arabia,Airbus A350-900,141,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,FedEx Express,FX9692,Delhi,Doha,India,Qatar,Boeing 777-200LR,450,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,Gulf Air,GF8043,London,Beijing,UK,China,Boeing 777-200LR,306,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,Gulf Air,GF9375,Doha,Kuwait City,Qatar,Kuwait,Airbus A320neo,240,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,Gulf Air,GF8705,Tehran,Dubai,Iran,UAE,Airbus A340-600,304,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Gulf Air,GF1474,Dubai,London,UAE,UK,Boeing 787-9 Dreamliner,333,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,Gulf Air,GF9791,Doha,Islamabad,Qatar,Pakistan,Boeing 777-200LR,229,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,Gulf Air,GF7038,New York,Frankfurt,USA,Germany,Airbus A340-600,155,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,IndiGo,IN6143,Dubai,Amman,UAE,Jordan,Boeing 787-9 Dreamliner,120,Diplomatic advisory — do not fly,Original sample data
2026-02-28,IndiGo,IN1293,Istanbul,Dubai,Turkey,UAE,Airbus A340-600,439,Diplomatic advisory — do not fly,Original sample data
2026-02-28,IndiGo,6E3591,Abu Dhabi,Paris,UAE,France,Airbus A340-600,341,Security risk — conflict zone,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E2832,Abu Dhabi,Karachi,UAE,Pakistan,Boeing 777-300ER,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E1514,Dubai,Riyadh,UAE,Saudi Arabia,Airbus A350-900,267,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E5533,Doha,Moscow,Qatar,Russia,Boeing 777-300ER,189,Airport closure — military activity,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E6442,Sydney,Karachi,Australia,Pakistan,Airbus A340-600,450,Security risk — conflict zone,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E5371,Paris,London,France,UK,Airbus A320neo,234,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E9099,Dubai,Cairo,UAE,Egypt,Boeing 787-9 Dreamliner,345,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E6688,Muscat,Dubai,Oman,UAE,Airbus A330-300,296,Security risk — conflict zone,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E5066,Doha,Dubai,Qatar,UAE,Airbus A320neo,278,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E6153,Abu Dhabi,Sydney,UAE,Australia,Boeing 787-9 Dreamliner,313,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E9022,Riyadh,Washington,Saudi Arabia,USA,Boeing 737-800,398,Government travel ban,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E2121,Bahrain,Kuwait City,Bahrain,Kuwait,Boeing 777-200LR,110,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E3785,Abu Dhabi,Doha,UAE,Qatar,Boeing 737 MAX 8,274,Airport closure — military activity,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E2076,Abu Dhabi,Beijing,UAE,China,Airbus A330-300,158,Government travel ban,Simulated — scaled from verified sample
2026-02-28,IndiGo,6E2874,Doha,Dubai,Qatar,UAE,Boeing 787-9 Dreamliner,80,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR1887,Delhi,Islamabad,India,Pakistan,Airbus A321neo,154,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR3647,Dubai,Paris,UAE,France,Airbus A350-900,216,Government travel ban,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR7965,Istanbul,Muscat,Turkey,Oman,Airbus A330-300,167,Airport closure — military activity,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR5681,Singapore,Karachi,Singapore,Pakistan,Airbus A321neo,263,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR6502,Mumbai,London,India,UK,Boeing 787-9 Dreamliner,263,Security risk — conflict zone,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR8814,Dubai,Moscow,UAE,Russia,Airbus A320neo,80,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR9548,Paris,Dubai,France,UAE,Boeing 787-10 Dreamliner,207,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR4727,Dubai,Moscow,UAE,Russia,Boeing 787-9 Dreamliner,251,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR6403,Dubai,Riyadh,UAE,Saudi Arabia,Airbus A340-600,323,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR9318,Riyadh,Abu Dhabi,Saudi Arabia,UAE,Airbus A380-800,396,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR7267,Karachi,Singapore,Pakistan,Singapore,Airbus A320neo,80,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,Iran Air,IR6942,Frankfurt,Istanbul,Germany,Turkey,Boeing 787-9 Dreamliner,360,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,JA2297,Dubai,London,UAE,UK,Airbus A340-600,449,Airport closure — military activity,Original sample data
2026-02-28,Jazeera Airways,JA9311,Istanbul,Tehran,Turkey,Iran,Boeing 777-300ER,238,Airspace closure — NOTAM,Original sample data
2026-02-28,Jazeera Airways,J97930,Delhi,Abu Dhabi,India,UAE,Airbus A340-600,342,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J97054,Karachi,Dubai,Pakistan,UAE,Boeing 737-800,266,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J94878,Delhi,Istanbul,India,Turkey,Airbus A380-800,269,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J99308,Mumbai,Abu Dhabi,India,UAE,Airbus A330-300,276,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J93085,Doha,London,Qatar,UK,Airbus A321neo,281,Security risk — conflict zone,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J95978,Abu Dhabi,London,UAE,UK,Airbus A320neo,334,Airport closure — military activity,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J95499,Abu Dhabi,Riyadh,UAE,Saudi Arabia,Airbus A350-900,282,Airport closure — military activity,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J98102,Delhi,London,India,UK,Boeing 787-9 Dreamliner,449,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J96419,Abu Dhabi,Istanbul,UAE,Turkey,Airbus A321neo,287,Government travel ban,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J94404,Frankfurt,London,Germany,UK,Boeing 737 MAX 8,240,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J93564,Los Angeles,Cairo,USA,Egypt,Boeing 737-800,236,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J98078,Lahore,Tehran,Pakistan,Iran,Boeing 787-9 Dreamliner,163,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,Jazeera Airways,J95634,Paris,London,France,UK,Boeing 777-200LR,324,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,KLM,KL3060,Dubai,Cairo,UAE,Egypt,Boeing 777-300ER,377,Fuel supply disruption,Original sample data
2026-02-28,KLM,KL7669,Cairo,Doha,Egypt,Qatar,Airbus A350-900,131,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,KLM,KL4853,London,Lahore,UK,Pakistan,Boeing 787-10 Dreamliner,116,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,KLM,KL6728,London,Tehran,UK,Iran,Airbus A320neo,268,Government travel ban,Simulated — scaled from verified sample
2026-02-28,KLM,KL6344,Islamabad,Doha,Pakistan,Qatar,Boeing 777-300ER,136,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,KLM,KL8956,Muscat,Singapore,Oman,Singapore,Boeing 787-9 Dreamliner,220,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,KLM,KL2129,Riyadh,Abu Dhabi,Saudi Arabia,UAE,Airbus A380-800,308,Security risk — conflict zone,Simulated — scaled from verified sample
2026-02-28,KLM,KL2166,Lahore,Riyadh,Pakistan,Saudi Arabia,Boeing 787-10 Dreamliner,187,Government travel ban,Simulated — scaled from verified sample
2026-02-28,KLM,KL5781,Kuwait City,London,Kuwait,UK,Airbus A321neo,196,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,KLM,KL8749,Mumbai,Moscow,India,Russia,Boeing 737-800,337,Airport closure — military activity,Simulated — scaled from verified sample
2026-02-28,KLM,KL1919,Dubai,London,UAE,UK,Airbus A330-300,360,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,KLM,KL6352,New York,London,USA,UK,Boeing 737-800,380,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,KLM,KL2902,Frankfurt,Riyadh,Germany,Saudi Arabia,Airbus A320neo,311,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Kuwait Airways,KU6859,Paris,Doha,France,Qatar,Airbus A330-300,305,Insurance restriction — war zone,Original sample data
2026-02-28,Kuwait Airways,KU8956,Dubai,Beijing,UAE,China,Airbus A321neo,308,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Kuwait Airways,KU8066,Dubai,Beirut,UAE,Lebanon,Airbus A330-300,314,Government travel ban,Simulated — scaled from verified sample
2026-02-28,Kuwait Airways,KU4266,Moscow,Dubai,Russia,UAE,Boeing 737 MAX 8,426,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-02-28,Kuwait Airways,KU5198,Paris,Abu Dhabi,France,UAE,Boeing 737-800,424,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Kuwait Airways,KU5952,Riyadh,Singapore,Saudi Arabia,Singapore,Airbus A321neo,365,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Kuwait Airways,KU4681,Delhi,Karachi,India,Pakistan,Boeing 787-9 Dreamliner,134,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,Kuwait Airways,KU8484,Abu Dhabi,Doha,UAE,Qatar,Airbus A350-900,353,Airport closure — military activity,Simulated — scaled from verified sample
2026-02-28,Kuwait Airways,KU4538,New York,Mumbai,USA,India,Airbus A380-800,241,Airport closure — military activity,Simulated — scaled from verified sample
2026-02-28,Lufthansa,LU9386,New York,Doha,USA,Qatar,Boeing 787-9 Dreamliner,306,Insurance restriction — war zone,Original sample data
2026-02-28,Lufthansa,LU3390,Dubai,Islamabad,UAE,Pakistan,Airbus A350-900,99,Government travel ban,Original sample data
2026-02-28,Lufthansa,LU4938,Abu Dhabi,Washington,UAE,USA,Boeing 737 MAX 8,226,Government travel ban,Original sample data
2026-02-28,Lufthansa,LH4608,Dubai,Kuwait City,UAE,Kuwait,Boeing 737 MAX 8,355,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-02-28,Lufthansa,LH4116,Dubai,Riyadh,UAE,Saudi Arabia,Boeing 737 MAX 8,226,Crew safety — company policy,Simulated — scaled from verified sample
2026-02-28,Lufthansa,LH4566,Singapore,Cairo,Singapore,Egypt,Boeing 787-10 Dreamliner,362,Fuel supply disruption,Simulated — scaled from verified sample
2026-02-28,Lufthansa,LH6974,Dubai,Doha,UAE,Qatar,Boeing 777-300ER,196,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-02-28,Lufthansa,LH7755,Dubai,Frankfurt,UAE,Germany,Boeing 737-800,290,Security risk — conflict zone,Simulated — scaled from verified sample
